,EUI,Score
3216,64.4,75
3217,49.3,92
3218,82.4,56
3219,59.1,100
3220,69.5,97
3221,40.0,100
3222,106.5,33
3223,69.6,98
3224,75.6,10
3225,88.0,93
3226,84.6,89
3227,63.2,99
3228,92.3,64
3229,74.3,94
3230,104.3,69
3231,86.4,71
3232,89.2,66
3233,113.2,31
3234,86.9,3
3235,102.2,35
3236,101.4,50
3237,74.6,52
3238,58.8,77
3239,101.6,32
3240,105.6,2
3241,95.8,15
3242,112.6,22
3243,140.5,4
3244,125.2,10
3245,121.4,4
3246,99.1,21
3247,74.6,77
3248,70.9,85
3249,49.9,95
3250,70.6,84
3251,89.2,62
3252,97.7,57
3253,53.2,99
3254,76.6,80
3255,108.5,44
3256,89.3,59
3257,89.1,69
3258,79.6,77
3259,70.4,84
3260,64.9,83
3261,97.3,41
3262,78.0,79
3263,98.0,4
3264,81.4,80
3265,113.9,11
3266,78.6,70
3267,68.1,83
3268,71.4,87
3269,98.2,56
3270,86.4,77
3271,84.0,54
3272,84.2,91
3273,99.9,49
3274,79.2,75
3275,85.3,73
3276,99.9,48
3277,79.5,80
3278,90.6,68
3279,84.7,62
3280,79.8,64
3281,75.1,62
3282,102.7,33
3283,109.4,27
3284,99.2,44
3285,27.0,100
3286,57.6,95
3287,46.3,99
3288,52.8,83
3289,96.6,47
3290,77.0,56
3291,126.2,17
3292,99.4,23
3293,84.8,76
3294,109.9,64
3295,70.9,64
3296,52.8,84
3297,74.4,69
3298,99.1,41
3299,77.1,77
3300,71.7,26
3301,66.9,81
3302,67.9,79
3303,66.7,81
3304,37.1,68
3305,92.6,50
3306,111.2,15
3307,91.0,45
3308,101.0,47
3309,122.3,17
3310,110.9,3
3311,93.9,55
3312,87.0,25
3313,96.4,23
3314,88.7,7
3315,85.4,30
3316,118.7,25
3317,107.8,23
3318,133.6,11
3319,110.8,31
3320,119.4,35
3321,107.9,29
3322,94.2,35
3323,143.4,14
3324,135.5,7
3325,110.8,31
3326,100.3,35
3327,96.7,45
3328,75.2,64
3329,132.4,9
3330,98.1,34
3331,102.8,23
3332,140.4,11
3333,52.1,90
3334,99.5,29
3335,107.4,40
3336,62.9,88
3337,88.4,54
3338,52.5,96
3339,46.0,95
3340,112.2,31
3341,61.7,86
3342,35.1,99
3343,107.0,30
3344,136.8,19
3345,102.6,28
3346,72.2,85
3347,107.3,47
3348,91.0,65
3349,65.9,84
3350,111.1,55
3351,108.1,35
3352,67.3,86
3353,35.3,74
3354,29.1,87
3355,49.2,32
3356,35.0,79
3357,26.4,92
3358,104.1,62
3359,119.9,29
3360,43.2,61
3361,84.1,84
3362,119.7,41
3363,33.3,73
3364,94.2,71
3365,136.6,13
3366,37.8,63
3367,60.4,95
3368,35.3,63
3369,88.6,55
3370,67.1,78
3371,96.5,49
3372,96.4,31
3373,80.9,76
3374,83.1,61
3375,88.4,53
3376,46.9,97
3377,80.2,51
3378,75.0,82
3379,87.8,67
3380,89.0,79
3381,67.8,84
3382,79.5,75
3383,129.0,35
3384,97.0,58
3385,61.1,30
3386,112.3,52
3387,127.1,29
3388,79.7,73
3389,113.7,2
3390,87.1,30
3391,120.1,28
3392,125.1,13
3393,74.7,68
3394,41.9,99
3395,55.7,92
3396,69.4,73
3397,78.7,84
3398,148.7,1
3399,102.2,9
3400,71.5,80
3401,64.8,58
3402,62.2,86
3403,66.4,99
3404,79.5,63
3405,55.2,82
3406,78.3,14
3407,72.7,77
3408,83.6,78
3409,73.9,70
3410,74.0,45
3411,106.7,33
3412,117.8,20
3413,73.2,96
3414,110.8,14
3415,76.6,47
3416,64.9,73
3417,72.0,73
3418,34.0,91
3419,96.6,82
3420,108.2,30
3421,89.2,54
3422,81.9,53
3423,73.0,87
3424,85.1,70
3425,76.5,41
3426,126.6,24
3427,116.2,23
3428,94.0,29
3429,102.9,48
3430,106.6,23
3431,129.6,13
3432,95.0,46
3433,100.7,59
3434,86.9,53
3435,93.9,49
3436,91.1,52
3437,114.3,38
3438,70.4,78
3439,84.6,62
3440,90.6,39
3441,118.6,32
3442,124.3,31
3443,80.3,69
3444,50.6,14
3445,73.2,72
3446,79.0,63
3447,107.3,54
3448,90.7,29
3449,33.7,89
3450,65.1,75
3451,66.4,66
3452,67.7,79
3453,62.8,86
3454,29.5,100
3455,67.7,79
3456,125.6,7
3457,93.3,53
3458,27.5,100
3459,93.7,33
3460,89.4,52
3461,105.0,32
3462,66.0,70
3463,76.0,73
3464,99.3,40
3465,101.1,18
3466,98.8,23
3467,57.6,76
3468,94.4,35
3469,68.1,90
3470,77.3,70
3471,39.1,89
3472,86.5,54
3473,98.0,7
3474,105.9,12
3475,140.7,1
3476,107.3,31
3477,97.2,47
3478,62.6,92
3479,90.8,33
3480,89.7,63
3481,104.5,24
3482,118.7,1
3483,72.8,56
3484,74.7,89
3485,134.1,11
3486,100.4,54
3487,53.9,98
3488,88.7,63
3489,89.1,60
3490,71.1,78
3491,139.2,8
3492,59.8,54
3493,109.6,20
3494,117.7,26
3495,94.0,61
3496,48.8,95
3497,98.4,31
3498,94.2,65
3499,80.0,85
3500,92.9,38
3501,129.6,11
3502,90.9,75
3503,40.4,79
3504,68.8,81
3505,108.9,20
3506,79.7,81
3507,104.9,5
3508,87.7,61
3509,133.2,2
3510,131.9,16
3511,81.9,14
3512,91.4,50
3513,96.1,13
3514,74.2,69
3515,79.5,51
3516,69.5,84
3517,74.3,76
3518,139.9,2
3519,60.7,77
3520,67.6,83
3521,75.2,65
3522,92.0,39
3523,74.5,60
3524,105.5,19
3525,51.8,28
3526,92.4,24
3527,62.8,43
3528,48.0,95
3529,88.0,73
3530,96.6,20
3531,63.3,26
3532,129.0,3
3533,78.4,71
3534,59.1,77
3535,97.5,10
3536,81.6,76
3537,98.9,24
3538,88.7,56
3539,77.7,73
3540,64.8,77
3541,149.4,15
3542,97.7,51
3543,60.2,67
3544,113.4,56
3545,75.5,86
3546,51.1,94
3547,94.4,51
3548,70.4,89
3549,101.0,40
3550,72.9,78
3551,92.9,67
3552,74.0,35
3553,104.4,39
3554,59.0,93
3555,96.4,32
3556,97.9,41
3557,131.9,22
3558,79.7,80
3559,109.0,34
3560,79.8,70
3561,96.2,78
3562,94.4,49
3563,145.8,7
3564,54.2,97
3565,54.3,45
3566,44.5,70
3567,87.0,60
3568,63.4,66
3569,79.6,41
3570,91.3,70
3571,82.2,60
3572,88.2,62
3573,74.7,88
3574,86.5,56
3575,69.5,86
3576,96.4,60
3577,72.6,100
3578,76.2,69
3579,123.6,32
3580,95.1,24
3581,97.0,28
3582,74.0,70
3583,55.8,97
3584,88.8,4
3585,91.5,42
3586,80.5,38
3587,57.7,100
3588,127.7,8
3589,92.8,40
3590,65.0,85
3591,69.6,77
3592,97.0,30
3593,130.3,6
3594,93.7,67
3595,86.5,64
3596,116.0,25
3597,62.2,97
3598,93.0,85
3599,107.2,40
3600,95.1,56
3601,49.6,28
3602,110.3,41
3603,72.1,73
3604,84.6,61
3605,77.3,73
3606,51.9,90
3607,86.4,37
3608,103.8,42
3609,84.7,10
3610,74.5,93
3611,97.3,49
3612,96.9,30
3613,88.0,78
3614,92.1,49
3615,75.1,73
3616,72.4,85
3617,54.4,79
3618,80.8,78
3619,110.5,38
3620,78.2,81
3621,94.4,59
3622,73.3,54
3623,55.8,94
3624,86.0,91
3625,119.2,21
3626,111.0,28
3627,105.9,46
3628,79.6,68
3629,70.1,79
3630,77.7,76
3631,79.2,77
3632,78.6,58
3633,84.8,55
3634,83.4,67
3635,81.3,84
3636,121.5,36
3637,90.4,60
3638,96.1,4
3639,88.0,18
3640,70.4,90
3641,75.2,85
3642,68.6,85
3643,79.0,70
3644,85.5,61
3645,78.1,83
3646,70.0,88
3647,77.3,88
3648,73.9,81
3649,74.7,69
3650,64.8,92
3651,89.6,64
3652,66.7,92
3653,94.6,62
3654,93.2,56
3655,91.3,64
3656,106.1,46
3657,99.2,62
3658,68.2,86
3659,80.0,66
3660,111.8,40
3661,78.7,78
3662,51.8,53
3663,83.8,80
3664,84.0,69
3665,127.6,5
3666,63.9,89
3667,91.7,87
3668,100.9,49
3669,87.9,66
3670,32.4,100
3671,110.0,17
3672,96.4,53
3673,86.8,68
3674,94.4,41
3675,113.6,22
3676,115.7,1
3677,83.1,74
3678,91.8,57
3679,81.0,67
3680,68.4,95
3681,27.1,100
3682,85.7,78
3683,69.5,84
3684,132.6,14
3685,85.1,59
3686,68.0,87
3687,100.8,54
3688,92.2,50
3689,88.9,86
3690,86.8,57
3691,114.6,21
3692,33.9,88
3693,94.1,48
3694,72.2,94
3695,45.9,57
3696,92.4,80
3697,24.0,99
3698,87.8,72
3699,103.8,44
3700,81.7,74
3701,95.5,50
3702,99.5,30
3703,85.3,37
3704,46.6,99
3705,80.9,54
3706,87.3,80
3707,92.5,38
3708,101.3,32
3709,95.8,43
3710,70.0,83
3711,83.2,19
3712,127.7,3
3713,85.2,43
3714,71.7,88
3715,106.3,40
3716,77.7,72
3717,107.6,20
3718,50.3,100
3719,88.8,44
3720,106.7,41
3721,122.0,29
3722,91.3,51
3723,72.3,76
3724,84.6,72
3725,123.8,22
3726,112.3,20
3727,108.7,26
3728,130.0,19
3729,72.9,86
3730,57.5,43
3731,75.5,85
3732,92.9,38
3733,80.4,72
3734,137.7,16
3735,79.8,67
3736,92.9,52
3737,102.4,50
3738,81.1,29
3739,104.4,85
3740,116.9,1
3741,74.2,46
3742,141.9,52
3743,129.0,36
3744,79.3,29
3745,35.9,100
3746,87.3,13
3747,80.6,48
3748,83.0,4
3749,46.6,73
3750,87.1,80
3751,64.0,86
3752,33.3,88
3753,125.6,6
3754,78.0,51
3755,96.1,84
3756,69.6,82
3757,85.6,60
3758,105.4,25
3759,66.7,72
3760,58.5,80
3761,81.9,22
3762,79.1,70
3763,88.0,88
3764,65.7,53
3765,73.5,83
3766,95.4,30
3767,142.9,29
3768,75.5,57
3769,72.2,88
3770,115.3,9
3771,30.0,92
3772,31.1,59
3773,104.0,39
3774,56.0,98
3775,100.9,10
3776,111.3,45
3777,103.3,40
3778,81.3,91
3779,147.6,4
3780,94.5,39
3781,105.0,27
3782,106.7,25
3783,135.4,10
3784,76.9,55
3785,123.4,27
3786,33.9,73
3787,27.9,69
3788,93.3,48
3789,100.3,51
3790,104.1,52
3791,31.1,59
3792,31.1,59
3793,31.1,59
3794,68.8,83
3795,123.0,10
3796,62.8,94
3797,80.0,75
3798,41.0,89
3799,151.2,51
3800,113.1,47
3801,47.4,79
3802,101.2,38
3803,106.2,28
3804,91.5,54
3805,107.2,42
3806,36.7,66
3807,106.5,79
3808,111.9,53
3809,121.7,59
3810,95.7,73
3811,116.0,48
3812,98.9,59
3813,119.6,24
3814,48.5,96
3815,74.0,87
3816,70.5,92
3817,55.2,98
3818,29.1,100
3819,125.6,27
3820,92.6,87
3821,55.3,53
3822,92.6,35
3823,69.1,95
3824,86.5,97
3825,86.8,60
3826,44.7,90
3827,35.9,100
3828,72.7,90
3829,128.6,13
3830,56.6,93
3831,90.0,72
3832,122.3,15
3833,60.3,99
3834,92.4,94
3835,121.4,21
3836,103.1,39
3837,59.9,96
3838,72.1,82
3839,85.1,76
3840,85.7,72
3841,82.2,26
3842,93.5,2
3843,69.1,71
3844,153.3,1
3845,144.8,3
3846,109.5,50
3847,59.3,100
3848,102.7,55
3849,98.8,90
3850,120.8,7
3851,66.3,97
3852,70.8,78
3853,54.6,40
3854,88.5,78
3855,86.1,18
3856,70.3,35
3857,69.0,15
3858,117.0,10
3859,74.1,55
3860,83.9,74
3861,109.9,10
3862,100.1,33
3863,28.0,75
3864,62.1,6
3865,109.1,25
3866,97.4,93
3867,133.4,11
3868,83.0,81
3869,77.2,61
3870,65.4,55
3871,82.6,46
3872,79.6,45
3873,120.0,20
3874,40.8,99
3875,40.8,100
3876,109.5,24
3877,34.5,74
3878,31.0,100
3879,69.6,45
3880,78.2,49
3881,85.4,63
3882,110.4,13
3883,86.6,48
3884,88.9,17
3885,97.3,57
3886,104.3,10
3887,110.3,31
3888,114.0,51
3889,85.0,76
3890,77.3,78
3891,118.9,33
3892,87.1,24
3893,91.2,49
3894,85.2,72
3895,79.4,71
3896,126.7,5
3897,85.2,59
3898,65.7,58
3899,107.5,39
3900,82.0,46
3901,111.8,49
3902,75.2,77
3903,78.4,64
3904,65.3,71
3905,111.7,5
3906,37.9,83
3907,126.2,10
3908,101.2,46
3909,56.2,99
3910,79.3,94
3911,98.1,37
3912,72.1,74
3913,121.7,7
3914,112.9,62
3915,89.3,76
3916,88.0,24
3917,71.6,83
3918,117.5,43
3919,91.1,41
3920,63.8,18
3921,66.5,94
3922,80.2,69
3923,63.0,95
3924,77.3,73
3925,93.1,66
3926,91.7,46
3927,75.5,76
3928,108.9,46
3929,133.9,16
3930,143.1,8
3931,46.3,93
3932,89.7,82
3933,92.6,55
3934,91.4,50
3935,90.5,72
3936,85.8,69
3937,80.1,73
3938,88.2,51
3939,100.3,17
3940,80.4,69
3941,43.6,99
3942,76.4,81
3943,27.6,98
3944,96.3,76
3945,85.0,44
3946,91.9,36
3947,108.2,25
3948,80.2,50
3949,96.9,30
3950,103.7,30
3951,92.8,73
3952,82.1,62
3953,35.3,99
3954,97.6,18
3955,66.0,68
3956,71.1,62
3957,84.2,54
3958,89.7,64
3959,86.6,48
3960,102.9,57
3961,124.1,25
3962,105.1,45
3963,95.0,32
3964,66.2,76
3965,99.5,72
3966,110.6,55
3967,96.7,26
3968,66.6,83
3969,68.1,75
3970,77.2,62
3971,89.1,44
3972,94.8,57
3973,75.4,70
3974,72.7,71
3975,90.8,64
3976,75.0,76
3977,91.1,46
3978,99.6,53
3979,55.0,89
3980,93.4,57
3981,85.2,61
3982,88.1,64
3983,88.6,58
3984,75.7,86
3985,104.3,9
3986,33.6,98
3987,78.4,12
3988,88.2,63
3989,62.3,65
3990,123.1,26
3991,97.0,44
3992,126.5,68
3993,95.0,27
3994,115.4,5
3995,119.8,19
3996,112.4,30
3997,99.9,38
3998,142.7,10
3999,95.4,21
4000,95.0,54
4001,82.9,64
4002,109.8,30
4003,32.1,99
4004,78.2,93
4005,90.0,66
4006,34.5,100
4007,86.8,95
4008,72.9,81
4009,96.0,48
4010,148.3,2
4011,110.7,23
4012,119.3,31
4013,83.0,65
4014,75.4,51
4015,63.4,78
4016,67.7,75
4017,92.6,61
4018,126.2,14
4019,105.1,49
4020,52.3,87
4021,95.6,52
4022,76.3,75
4023,67.2,95
4024,88.9,63
4025,149.3,15
4026,127.9,20
4027,85.8,69
4028,154.9,8
4029,101.9,50
4030,134.2,17
4031,98.1,65
4032,47.7,97
4033,82.2,7
4034,73.3,3
4035,102.0,50
4036,47.1,96
4037,62.6,6
4038,53.4,71
4039,72.6,66
4040,112.8,14
4041,82.8,77
4042,104.0,38
4043,73.9,72
4044,78.6,71
4045,94.4,36
4046,78.0,49
4047,87.9,56
4048,79.0,53
4049,93.1,30
4050,74.8,67
4051,70.1,9
4052,25.9,19
4053,100.8,17
4054,94.5,47
4055,77.0,72
4056,88.9,49
4057,75.0,42
4058,70.1,81
4059,57.9,99
4060,95.6,13
4061,84.8,78
4062,87.1,59
4063,82.6,51
4064,96.9,31
4065,89.1,43
4066,85.6,57
4067,87.0,49
4068,93.0,43
4069,89.3,44
4070,85.7,47
4071,134.6,36
4072,77.1,72
4073,26.5,88
4074,68.9,81
4075,107.8,51
4076,33.9,100
4077,107.0,41
4078,61.3,99
4079,74.4,88
4080,82.6,83
4081,64.0,98
4082,84.0,64
4083,76.1,75
4084,109.1,28
4085,98.0,48
4086,90.6,50
4087,78.0,81
4088,77.9,65
4089,79.5,64
4090,88.6,90
4091,82.6,96
4092,57.1,100
4093,107.0,81
4094,106.1,78
4095,82.6,72
4096,67.3,85
4097,78.8,62
4098,91.1,22
4099,62.4,59
4100,66.7,80
4101,76.7,71
4102,89.3,52
4103,80.7,76
4104,77.6,58
4105,52.7,93
4106,67.2,75
4107,69.7,80
4108,75.3,71
4109,70.5,72
4110,78.5,69
4111,102.7,37
4112,68.6,79
4113,79.2,65
4114,65.1,83
4115,68.5,80
4116,77.1,66
4117,78.1,53
4118,58.2,92
4119,69.3,55
4120,63.1,82
4121,78.2,70
4122,77.1,63
4123,74.4,62
4124,84.5,60
4125,64.7,75
4126,85.8,51
4127,78.1,71
4128,55.0,83
4129,84.9,43
4130,140.3,2
4131,69.5,89
4132,117.3,1
4133,92.4,79
4134,96.0,63
4135,85.9,12
4136,92.8,8
4137,92.3,46
4138,93.4,34
4139,105.8,61
4140,93.9,37
4141,39.3,58
4142,96.3,59
4143,138.6,53
4144,117.0,21
4145,111.5,45
4146,98.0,39
4147,84.2,24
4148,76.7,69
4149,60.0,90
4150,82.4,51
4151,99.3,37
4152,71.8,81
4153,58.1,82
4154,63.3,89
4155,82.4,59
4156,79.3,58
4157,108.6,34
4158,96.7,69
4159,91.1,36
4160,94.7,34
4161,110.3,37
4162,134.6,20
4163,100.9,12
4164,89.2,71
4165,85.6,88
4166,117.0,40
4167,132.4,4
4168,152.5,1
4169,87.9,34
4170,95.9,43
4171,86.1,24
4172,79.5,36
4173,77.2,62
4174,85.9,47
4175,89.1,39
4176,80.1,56
4177,91.9,43
4178,53.5,87
4179,52.8,90
4180,90.0,56
4181,31.1,99
4182,109.3,7
4183,77.1,28
4184,74.9,58
4185,79.5,41
4186,105.0,21
4187,109.9,2
4188,118.7,8
4189,63.3,10
4190,54.2,85
4191,51.5,87
4192,89.2,40
4193,95.7,33
4194,56.5,66
4195,89.8,44
4196,80.3,63
4197,84.3,52
4198,84.5,54
4199,87.8,46
4200,61.2,68
4201,89.3,58
4202,89.6,61
4203,101.6,29
4204,46.5,96
4205,107.2,34
4206,45.5,92
4207,66.9,74
4208,118.4,9
4209,39.8,91
4210,80.5,89
4211,58.4,81
4212,89.2,10
4213,92.0,52
4214,144.9,1
4215,53.2,80
4216,38.4,98
4217,71.6,74
4218,76.2,61
4219,72.1,68
4220,34.2,67
4221,95.4,56
4222,126.1,1
4223,93.3,57
4224,79.0,91
4225,76.1,23
4226,78.4,40
4227,83.4,57
4228,87.6,49
4229,90.3,83
4230,88.5,34
4231,80.7,76
4232,86.7,50
4233,107.6,49
4234,133.4,3
4235,81.6,59
4236,39.7,89
4237,75.3,56
4238,78.7,91
4239,84.9,86
4240,92.8,64
4241,89.5,70
4242,96.6,80
4243,89.6,76
4244,88.9,45
4245,94.3,72
4246,77.4,67
4247,105.4,46
4248,66.2,87
4249,121.2,16
4250,100.4,32
4251,81.4,63
4252,89.2,79
4253,65.1,49
4254,108.2,52
4255,123.3,28
4256,77.0,83
4257,77.5,80
4258,89.3,65
4259,121.7,5
4260,133.2,6
4261,82.8,71
4262,99.8,45
4263,102.0,15
4264,95.5,48
4265,137.8,3
4266,82.5,15
4267,54.1,98
4268,134.3,11
4269,82.8,32
4270,85.8,81
4271,82.3,80
4272,69.4,93
4273,106.9,63
4274,31.9,100
4275,115.6,42
4276,110.2,53
4277,77.2,89
4278,97.4,71
4279,84.8,75
4280,89.2,76
4281,102.8,69
4282,89.1,62
4283,88.4,68
4284,86.2,76
4285,95.7,66
4286,115.0,46
4287,89.2,72
4288,117.2,49
4289,80.4,91
4290,144.0,12
4291,92.5,68
4292,79.3,88
4293,61.8,92
4294,71.2,69
4295,37.4,69
4296,69.9,89
4297,79.4,73
4298,101.5,27
4299,39.5,100
4300,91.1,14
4301,78.9,76
4302,69.4,84
4303,111.0,33
4304,86.2,71
4305,145.3,18
4306,104.0,62
4307,77.1,89
4308,78.4,65
4309,88.5,36
4310,82.7,65
4311,111.6,27
4312,64.5,94
4313,64.9,49
4314,82.6,55
4315,99.4,36
4316,87.9,63
4317,67.3,74
4318,90.0,69
4319,109.2,17
4320,97.4,58
4321,84.7,54
4322,69.8,85
4323,94.2,90
4324,97.8,54
4325,50.2,99
4326,104.0,62
4327,61.2,72
4328,82.1,47
4329,120.3,5
4330,73.1,93
4331,68.8,97
4332,73.7,71
4333,86.0,58
4334,77.0,66
4335,79.1,64
4336,81.5,76
4337,74.6,36
4338,70.3,85
4339,78.6,74
4340,93.9,92
4341,95.2,47
4342,94.2,68
4343,81.8,53
4344,67.6,89
4345,82.5,41
4346,57.1,70
4347,74.0,81
4348,75.2,95
4349,59.9,88
4350,56.8,87
4351,101.9,44
4352,68.9,67
4353,69.3,77
4354,95.8,57
4355,87.0,48
4356,68.0,84
4357,145.2,1
4358,131.4,1
4359,102.5,38
4360,136.7,18
4361,83.2,79
4362,137.9,14
4363,60.0,88
4364,61.3,94
4365,138.7,6
4366,96.1,47
4367,104.7,39
4368,67.1,36
4369,80.8,38
4370,119.3,6
4371,100.3,17
4372,87.5,76
4373,76.2,72
4374,77.9,79
4375,39.5,100
4376,61.5,78
4377,67.7,29
4378,66.2,34
4379,65.3,67
4380,54.5,91
4381,72.9,48
4382,82.4,44
4383,85.1,58
4384,86.5,15
4385,69.0,70
4386,64.0,90
4387,78.2,57
4388,80.4,42
4389,75.2,38
4390,92.0,9
4391,80.3,18
4392,122.0,26
4393,77.9,6
4394,76.8,65
4395,62.7,91
4396,68.1,95
4397,75.2,65
4398,46.5,98
4399,101.0,54
4400,47.1,86
4401,105.4,38
4402,79.6,85
4403,38.9,39
4404,46.0,97
4405,101.2,26
4406,78.7,72
4407,91.1,43
4408,109.0,19
4409,59.6,97
4410,72.0,74
4411,107.2,45
4412,73.2,27
4413,103.8,62
4414,95.1,30
4415,88.7,34
4416,96.3,51
4417,43.4,97
4418,97.8,26
4419,89.3,4
4420,125.2,70
4421,75.7,71
4422,41.1,93
4423,23.7,100
4424,101.0,44
4425,80.1,49
4426,33.9,80
4427,124.5,14
4428,83.8,54
4429,28.6,73
4430,57.5,100
4431,96.9,51
4432,121.5,33
4433,49.7,95
4434,88.3,49
4435,102.5,97
4436,96.0,38
4437,33.2,80
4438,120.9,73
4439,97.9,53
4440,106.3,79
4441,109.7,12
4442,102.6,4
4443,107.8,32
4444,128.0,8
4445,91.5,75
4446,45.0,93
4447,70.5,73
4448,133.8,72
4449,67.1,87
4450,56.7,68
4451,74.5,47
4452,103.2,56
4453,97.0,40
4454,103.6,40
4455,131.5,22
4456,133.6,22
4457,109.0,45
4458,37.8,96
4459,98.6,72
4460,36.0,77
4461,83.3,56
4462,76.1,85
4463,65.0,91
4464,109.6,38
4465,116.8,1
4466,100.6,41
4467,101.8,35
4468,77.8,41
4469,97.6,46
4470,74.0,64
4471,81.6,61
4472,77.1,76
4473,72.7,54
4474,64.1,78
4475,75.1,34
4476,92.7,46
4477,91.6,49
4478,41.7,98
4479,60.0,39
4480,99.2,2
4481,105.1,47
4482,111.1,44
4483,141.7,8
4484,91.8,37
4485,147.3,9
4486,29.7,86
4487,42.7,55
4488,40.5,98
4489,63.0,94
4490,70.9,57
4491,83.9,64
4492,84.0,96
4493,73.7,88
4494,57.1,27
4495,89.8,51
4496,102.7,47
4497,54.7,64
4498,120.4,13
4499,124.9,1
4500,96.8,64
4501,61.9,4
4502,77.4,37
4503,122.5,1
4504,77.5,78
4505,71.3,76
4506,69.6,91
4507,96.3,52
4508,62.9,92
4509,73.1,77
4510,60.8,93
4511,67.7,63
4512,90.7,58
4513,132.1,44
4514,120.4,58
4515,67.1,78
4516,72.5,70
4517,47.0,72
4518,40.6,100
4519,88.1,40
4520,79.5,94
4521,112.7,19
4522,106.8,29
4523,61.5,97
4524,77.6,75
4525,76.9,72
4526,111.2,23
4527,79.2,73
4528,131.9,20
4529,93.3,41
4530,99.4,37
4531,115.6,40
4532,81.1,94
4533,23.4,100
4534,107.3,58
4535,148.7,1
4536,104.5,40
4537,64.1,91
4538,73.6,50
4539,76.3,53
4540,82.4,60
4541,41.4,63
4542,85.1,57
4543,101.0,26
4544,75.8,28
4545,111.8,46
4546,58.3,71
4547,71.4,94
4548,77.9,90
4549,70.9,89
4550,63.1,90
4551,89.2,69
4552,93.1,52
4553,93.5,44
4554,72.7,76
4555,89.6,58
4556,78.7,83
4557,70.8,78
4558,65.1,88
4559,83.9,84
4560,96.6,94
4561,77.9,79
4562,73.2,97
4563,92.1,28
4564,33.7,92
4565,99.8,25
4566,136.6,16
4567,92.9,66
4568,98.8,50
4569,88.3,57
4570,118.5,13
4571,127.3,30
4572,105.8,61
4573,87.8,80
4574,101.2,36
4575,29.5,100
4576,105.5,36
4577,78.8,65
4578,88.3,59
4579,57.7,94
4580,72.0,93
4581,86.2,79
4582,87.7,72
4583,88.5,36
4584,110.4,3
4585,99.2,33
4586,76.0,76
4587,115.2,32
4588,87.1,63
4589,75.4,79
4590,74.8,76
4591,110.7,48
4592,129.8,21
4593,112.5,12
4594,104.5,67
4595,121.9,20
4596,68.1,82
4597,69.1,75
4598,72.1,94
4599,98.8,38
4600,52.6,64
4601,34.8,72
4602,42.3,43
4603,79.2,80
4604,24.9,93
4605,106.1,45
4606,79.2,5
4607,77.8,21
4608,88.6,74
4609,64.2,94
4610,83.8,67
4611,147.1,17
4612,117.1,26
4613,66.2,88
4614,86.9,64
4615,79.6,86
4616,78.4,83
4617,76.2,66
4618,82.7,34
4619,131.7,13
4620,87.8,49
4621,132.8,29
4622,89.7,75
4623,97.6,50
4624,151.3,15
4625,130.0,43
4626,96.3,73
4627,71.7,87
4628,75.8,90
4629,111.8,35
4630,76.5,74
4631,45.1,98
4632,41.2,100
4633,70.8,79
4634,62.0,86
4635,62.6,90
4636,99.9,24
4637,98.7,90
4638,84.2,96
4639,100.0,56
4640,122.5,60
4641,98.8,38
4642,75.2,76
4643,82.8,64
4644,83.0,63
4645,39.0,100
4646,56.1,86
4647,94.2,53
4648,27.8,100
4649,27.3,100
4650,108.8,34
4651,51.9,100
4652,98.5,52
4653,80.0,56
4654,37.6,80
4655,59.6,94
4656,42.6,53
4657,70.7,55
4658,87.5,55
4659,79.0,19
4660,54.7,85
4661,111.8,1
4662,103.5,1
4663,115.6,35
4664,88.0,79
4665,72.1,60
4666,92.5,27
4667,83.0,78
4668,45.7,75
4669,97.3,42
4670,70.1,11
4671,125.1,10
4672,71.7,47
4673,98.5,10
4674,63.8,70
4675,59.0,80
4676,41.4,97
4677,91.1,22
4678,80.9,61
4679,82.4,67
4680,86.1,22
4681,75.8,36
4682,77.6,6
4683,98.8,14
4684,60.5,67
4685,67.8,58
4686,40.8,96
4687,70.4,29
4688,84.6,47
4689,95.9,17
4690,83.2,79
4691,80.0,52
4692,75.5,68
4693,59.5,16
4694,130.6,10
4695,97.8,12
4696,136.0,2
4697,86.8,14
4698,98.4,5
4699,83.8,23
4700,80.2,53
4701,94.1,1
4702,107.8,13
4703,61.2,59
4704,68.1,75
4705,94.2,32
4706,77.5,64
4707,59.6,77
4708,98.7,28
4709,81.0,71
4710,81.1,12
4711,70.5,74
4712,64.9,65
4713,85.4,48
4714,97.7,12
4715,127.2,2
4716,41.9,87
4717,73.2,72
4718,85.7,53
4719,65.0,87
4720,104.2,14
4721,108.5,23
4722,109.2,17
4723,79.8,69
4724,75.9,24
4725,71.9,69
4726,58.7,90
4727,110.0,15
4728,75.8,52
4729,83.5,54
4730,23.8,99
4731,113.0,17
4732,31.6,99
4733,46.0,96
4734,94.3,37
4735,97.3,22
4736,89.3,7
4737,90.1,68
4738,74.2,1
4739,46.6,76
4740,98.0,48
4741,72.9,72
4742,28.2,100
4743,91.7,56
4744,88.2,60
4745,93.8,49
4746,57.0,78
4747,93.0,53
4748,93.8,71
4749,60.7,97
4750,141.3,8
4751,85.1,61
4752,85.3,90
4753,145.2,35
4754,131.0,58
4755,111.2,78
4756,90.4,46
4757,68.3,75
4758,78.2,58
4759,60.4,89
4760,85.2,55
4761,78.4,56
4762,103.4,10
4763,92.2,43
4764,73.0,75
4765,89.7,28
4766,112.2,21
4767,75.1,70
4768,84.5,58
4769,95.3,49
